Rule	Period	dx	dy	dz	Iterations
UDLLRURL	3116	24	0	0	3093405
DDLDRDLUUL	3116	8	0	0	27978150
DUDUURRLLL	3102	14	14	14	2998794
DUDRRUUULL	3098	15	15	0	2963886
RLRLUULRLL	3096	8	8	8	3517389
ULUURUUUL	3096	4	4	4	47799092
URUUULUUL	3084	14	0	0	122547198
DRRRRDURL	3084	8	8	8	6764589
ULRRRUURLL	3078	10	4	4	51012538
UUDULDLDUL	3076	18	0	0	2925553
UDUDRURUUL	3076	16	0	0	2932680
URUULULRUL	3076	8	0	0	3376495
LLLRUUULL	3074	9	9	0	4362787
RLULUDDURL	3070	8	8	0	3360084
DDUDRDDDRL	3068	10	0	0	4145274
LRURDUDDUL	3066	14	14	14	4099998
DUDUUURLLL	3066	6	6	6	3647707
LLLLUDULL	3052	12	0	0	29806745
RLUUDLLULL	3048	14	14	14	3388525
UDLURULLUL	3042	12	12	12	46463482
RLRUULLRRL	3042	11	11	0	4401364
ULLLULRUUL	3036	20	0	0	6306468
UDRDRURRUL	3030	12	12	12	91664328
UUDULLLLRL	3030	9	9	0	3266517
LLDUDULLUL	3028	36	0	0	3521939
RLRRUUUULL	3024	16	16	16	2928059
DLLLDDULLL	3024	14	0	0	3159479
ULURLDLULL	3024	12	12	12	3066767
RLLDLLRUUL	3022	15	15	0	3168754
LRLUUURULL	3020	24	0	0	2789115
DULDDDULL	3012	20	0	0	3380290
LRLUULDURL	3010	14	4	4	3168307
LLRLULRLUL	3010	10	10	0	14119325
UDURLULRLL	3006	8	8	8	3374012
LRLRUUDURL	3004	28	0	0	2750846
UDUDDLLULL	3004	22	0	0	2809203
ULLUUURLLL	3002	10	10	0	3180331
ULLRLRULUL	3002	5	5	0	66712703
ULLUUUUDUL	2996	24	0	0	2784250
LRLUUULLRL	2990	15	15	0	3476177
LDLULLULRL	2990	11	11	0	8996179
URUULRULUL	2988	20	0	0	2884978
LRDDURUL	2988	10	10	10	4131720
DUDLLDUUL	2982	14	14	0	3612347
LRLRRUDRUL	2982	12	12	12	3060114
UDUDLLRRUL	2980	28	0	0	2762418
DUDUULLDUL	2980	22	0	0	2813728
RLUUDLLUL	2976	14	14	14	3593362
LUUUULRRUL	2966	8	5	5	13959716
RUUUUURLUL	2964	24	0	0	2808601
DUDUULL	2964	22	0	0	3160864
RLRLLUUDL	2962	14	14	0	2975480
LUULRLULLL	2956	12	0	0	3278759
RRLRUDDDRL	2952	16	16	16	2935207
UDRRLRUUUL	2948	32	0	0	4025978
DULLRULLL	2948	24	0	0	3131769
UDUDLDRURL	2944	24	0	0	2781251
LRLLUURULL	2940	12	12	12	11302414
ULLULRDRUL	2940	8	8	8	26591876
LRDUURUL	2938	15	15	0	3391403
RLLRRRURUL	2932	28	0	0	5600844
LDUUDLUUL	2932	16	0	0	3461975
RLRDDDUL	2932	12	0	0	3678402
LUULUDUUUL	2930	14	4	2	2972956
UDUULLLURL	2928	12	12	12	11081197
UULLLRLLL	2928	8	8	8	10682163
UDUDLULDRL	2924	20	0	0	2834931
LRDLLDRLUL	2918	13	13	0	3011624
UDUDRULL	2916	32	0	0	2910908
RURRDURRRL	2916	8	0	0	23535289
DURLDLULL	2910	8	8	8	4361614
LULDULRRRL	2904	6	6	6	3826218
UDUDRRRLUL	2900	48	0	0	2638043
LRUUDULLL	2900	20	0	0	3157750
RUURDUDURL	2900	10	0	0	3161093
LDDDLUUDL	2900	8	0	0	48671400
RRLRRDDDRL	2898	11	11	0	3546244
UDLDRUDLUL	2898	8	8	8	5519667
RLRLLLDULL	2898	6	6	0	56622074
LRLRUURURL	2894	19	19	0	2873937
UDURRUURLL	2892	24	0	0	2814783
LRLLRULURL	2892	16	16	16	2911520
DULLRULL	2876	36	0	0	2865591
UDURRUDDRL	2876	20	0	0	2856481
DURULLDULL	2868	20	20	20	3061735
DULDLRULLL	2854	8	8	0	3462719
LRDDURUULL	2852	24	0	0	4519514
DUDDURRUUL	2850	16	16	16	2909021
UUDURRDRUL	2844	14	14	14	2965957
DURDRRLDUL	2836	22	0	0	2832496
UULRLLRULL	2832	15	12	11	2936576
LULLLRLLUL	2832	8	8	8	22797023
DLLDRLLLRL	2828	20	0	0	3720402
LRLLUUUDUL	2826	10	10	10	5083060
UUUUUULDUL	2826	6	6	6	10709607
RLULLDDDRL	2820	14	0	0	58503047
RRDRDUUUL	2812	12	0	0	130251082
LRLRRDRULL	2806	12	12	0	3044325
UDUDLLDULL	2804	12	0	0	3034560
LRLRRDDULL	2796	20	0	0	2822528
LLUDUULLLL	2792	10	0	0	10366909
UDUUDRULUL	2788	20	0	0	2819528
DDDRULRRRL	2788	12	0	0	19999907
ULULLDDLUL	2784	10	10	10	3151385
UUUDURURUL	2784	8	8	8	4979828
ULRLLRUULL	2780	12	0	0	3629956
DUDRRDUUL	2770	12	12	0	11840582
LDLULLLUUL	2766	6	6	6	6139570
LRRULLRRRL	2764	24	0	0	5024187
RRUUUUULLL	2756	24	0	0	2801116
LULURUULRL	2748	24	0	0	2842337
LRLRULUUUL	2748	8	8	8	3279765
LRLLLULURL	2740	20	0	0	4589350
LLULDRULLL	2740	16	0	0	19229684
RLRDDLULUL	2730	18	18	18	2841990
LULLLDDULL	2730	10	10	0	3469846
DURURRRUUL	2726	13	5	0	3466457
LLUUURUL	2724	12	12	12	13150097
LUULDUULL	2724	12	0	0	3677770
UUUDUULDRL	2724	10	10	10	10105610
LRDRDLUULL	2722	10	10	0	3258253
LRURRLUUUL	2718	18	18	18	12991581
RLUUDUUUUL	2718	16	16	16	3420372
DUDUUURUUL	2718	10	10	0	4240240
DUDRRLLURL	2714	15	15	0	2907277
LLDDDLDDRL	2714	7	7	0	9917292
RRLRUUDULL	2708	28	0	0	54071557
RDDURURRLL	2706	7	7	0	23200409
DDRLDLDLUL	2704	12	0	0	3467262
RLURDRULLL	2700	12	0	0	3375566
UDUUDRURUL	2698	13	13	0	2966637
RRLRUURUL	2694	6	6	6	6613283
UUULUUDUUL	2692	28	0	0	2785895
LUDUUUDURL	2692	16	0	0	47805571
RUDLDDUULL	2692	12	0	0	84683458
DURRLRL	2684	24	0	0	3046195
DUDLLURRUL	2684	8	0	0	4297476
LULDDDLLUL	2676	12	0	0	4069589
RLDURUDUL	2670	15	15	0	3426063
RRLRRULDRL	2670	11	11	0	5792442
LRLLDUUUUL	2670	10	10	0	3155927
LRLRLLUDUL	2664	8	8	8	5153583
ULLRUUULL	2658	6	6	6	10054355
RLUUDUL	2652	24	0	0	3038132
UDLUULDURL	2648	12	0	0	4022410
UDURRDRRUL	2646	16	16	16	2887422
DUDRRRUULL	2646	12	12	12	2998818
LRDLLLUL	2646	8	8	8	21602352
UUDUULUDUL	2644	12	0	0	3002429
ULUUUULRLL	2642	8	8	0	25683979
DDUDLRDDRL	2640	14	14	14	30399441
ULUDRULURL	2636	24	0	0	3001436
LRLDDLDUL	2634	16	16	16	3349284
UUUDDUUDL	2628	20	0	0	2823826
LRDULULRRL	2628	18	18	18	2830537
ULUULDLDUL	2628	12	0	0	3887076
DDUDRUDUL	2628	10	10	10	3844423
RURDURULUL	2622	6	6	0	3550866
DUDDUUDRUL	2620	12	0	0	3001522
RURDULUUL	2612	14	0	0	3462816
DDLUDDLULL	2612	12	0	0	2992449
UDULLRDUL	2604	26	0	0	3014801
DRDLDDLUL	2604	16	0	0	3364471
LLLUDULLLL	2604	12	0	0	3046206
DUDUULRRRL	2604	8	0	0	3239540
LRLLRUUUL	2598	10	10	10	3830923
LULDUUURLL	2596	20	0	0	9778588
DUDURULLRL	2588	36	0	0	2663317
DDLURLLLUL	2588	24	0	0	2749106
ULULDULRUL	2588	16	0	0	2873948
LLRLURUDUL	2586	10	10	10	3098582
UDRRLRRRUL	2580	16	16	16	3229270
UDULLRDUUL	2578	13	13	0	2946025
UDLULUDUL	2574	16	16	16	19537911
RLRLLLUL	2574	10	10	10	3693372
LRUDDRDULL	2570	12	12	0	2981283
RDDURRRRUL	2570	11	11	0	3040722
RLURDRDUD	2570	8	8	0	31229297
ULLULRLLL	2568	18	0	0	3445140
RLUUDUUULL	2568	16	16	16	2863045
ULULULRLLL	2568	6	6	6	3619422
UDLRRDLUUL	2564	16	0	0	2861396
RLURURLRUL	2562	16	16	16	45029502
DUDULULUL	2556	16	16	16	3319749
UURDUULUUL	2550	8	8	8	3228767
UDLDLLLUL	2544	6	6	6	11469852
LDDULLLLUL	2544	4	4	4	4382822
RLDLLULRUL	2540	32	0	0	26486671
LLUDLRUL	2540	24	0	0	3582300
ULUUURUULL	2540	16	0	0	3425077
LRULDDRLUL	2538	16	16	16	4609007
DUDLLDLDUL	2538	12	3	3	3236072
DULLRLLLUL	2532	16	16	16	2975345
UDUDRRRDUL	2526	10	10	10	3079787
RRDUDRRURL	2526	10	6	2	3905348
RRLDUDDURL	2516	20	0	0	2800616
UDUDUDDURL	2508	10	10	10	5601861
DUDDUDUDL	2502	15	15	0	2936439
DUDURRUDUL	2500	24	0	0	2738192
ULUDDULULL	2500	20	0	0	6552428
LULULUDUL	2500	12	0	0	3649409
URLLRUURL	2496	12	12	12	3620643
RRLRDLUUL	2494	9	9	0	4490621
UUDUDRLDUL	2492	28	0	0	2795778
LLLLLURLLL	2490	8	8	0	3191968
ULURLLL	2488	20	0	0	3062934
UDUULRLULL	2478	22	22	22	2747543
URUUULULLL	2476	10	0	0	8666225
DDLRLLDURL	2472	6	6	6	3417262
UDURRUDRUL	2470	14	14	0	3001717
UDUDLRULL	2468	24	0	0	3014528
DURDRRURLL	2468	12	0	0	2973300
LDURURLURL	2460	20	0	0	23894602
UDRLUULLL	2460	16	0	0	3150807
RLRLDURLUL	2460	10	10	2	3386925
DUDURUULRL	2454	12	12	12	2913156
RRUDUURULL	2454	10	10	0	4287445
ULRLLLLURL	2454	8	8	8	126796416
LLUDULULUL	2448	10	10	10	3123360
LLRLDULLUL	2448	8	8	8	77410359
UDUDURRDUL	2444	20	0	0	68066363
RLDRUURL	2436	24	0	0	62231771
DDDUDRDRL	2436	20	0	0	3094860
UULLRRLULL	2436	12	12	12	2933666
LRDDURL	2436	12	0	0	3428627
DDRRRDRDUL	2436	8	8	8	4750922
DDRRRRRULL	2430	8	8	8	3119608
UDRDLLLUUL	2430	6	6	6	3645770
LUUDUUUL	2428	20	0	0	25814819
LLRUDUUULL	2428	9	9	0	3073423
DUDURRLDUL	2424	22	0	0	2672631
DDDURDURLL	2424	12	12	12	2896551
DUDULLRLUL	2422	10	10	0	2964250
LRDLUULLUL	2420	28	0	0	6238716
LLDDLURLL	2420	12	0	0	4647311
UUDURUURUL	2420	8	0	0	3324506
DULRRUUUL	2418	10	10	10	3664955
UURURL	2418	4	4	4	6123180
DURDRULLL	2412	16	16	16	3092030
RDDRUDDURL	2412	10	10	10	2965310
UUURLUULRL	2406	10	10	10	3247075
RLRUUUDURL	2406	6	6	6	3331534
UUURRURUUL	2404	16	0	0	17591894
UUDULUULUL	2400	12	0	0	2887793
UDRRLDRULL	2396	20	0	0	2666347
LRDRDLRURL	2388	6	6	6	30900697
LLUDLULL	2388	4	4	4	5062956
DUDUURDUD	2386	9	9	0	9111968
LRLRRULRLL	2378	9	9	0	10288913
URUURRUUUL	2372	16	0	0	2763368
LUUUUDUL	2372	8	0	0	6346667
DUDURLULLL	2370	11	11	0	3192750
RLURULLL	2370	8	8	8	3720369
LRLRUULLL	2364	12	12	12	6914095
URULLUDULL	2364	12	0	0	46739952
RLRLDDRULL	2364	8	8	8	3026459
UURDRURURL	2362	7	7	0	3118689
UUDUUUDULL	2358	12	12	0	2811210
LRLDDDURUL	2358	10	10	10	2892294
RUURRLURUL	2356	20	0	0	2625855
LRLRLLRUL	2352	14	14	14	3233572
RLDDULRLLL	2352	12	12	12	7177420
LRDDUDULLL	2352	10	10	10	2901287
RRRURRRUL	2352	8	8	8	3858576
DDUDRULLLL	2348	20	0	0	4639971
DUDURRLRL	2348	16	0	0	2679324
UDRDRDDUUL	2348	12	0	0	2793400
RLURRRLDUL	2346	12	12	12	4749892
LULURULUUL	2346	9	9	0	36103423
DUDDDLLULL	2346	8	8	8	3636772
RLRLRRULUL	2346	8	8	0	40591219
ULULRRUUUL	2346	6	6	6	3569274
DUDLLRDRUL	2342	13	13	0	2748122
RLRLURDDRL	2340	32	0	0	2506037
UDRDLUDURL	2340	16	16	16	3302512
ULURLLDUUL	2340	12	0	0	13191268
LLDLLDLUL	2334	8	8	8	3851986
RDRDDURL	2334	6	6	6	4245179
DUDDLDLUUL	2332	24	0	0	54084777
DULULLUUL	2332	20	0	0	2973836
LDLLULULLL	2330	9	9	0	2932329
RRLDUDDDRL	2330	6	6	0	6048079
DULLRRUDRL	2328	14	14	14	4734374
RLRRUUUL	2328	12	12	12	3337586
LRLRRLDDUL	2328	10	10	10	10395596
URURURUULL	2324	16	0	0	2770693
RLRLULLLUL	2322	14	14	14	2702636
LUDRLLLUUL	2322	12	12	12	2789874
LDLLUDUUUL	2322	7	7	0	4215428
LRLUURULUL	2316	18	18	18	3506450
UULULLLDUL	2316	12	0	0	86924705
DUDURRDUL	2316	8	8	8	7367230
ULLULUURUL	2310	9	9	0	83744482
UULDRURUL	2310	8	8	8	4063527
URUUUUUUL	2310	6	1	1	5518344
DUDURRRURL	2308	20	0	0	2569301
LDDULLLLL	2308	12	0	0	5313205
LRLUULRRL	2306	7	7	0	111493102
LRLLRURUL	2304	18	0	0	3668317
UUDULRLURL	2304	12	11	7	2917496
DUDRRDUUUL	2304	10	10	10	5981473
LRLLRURLLL	2304	6	6	6	3166212
UUDUURRRRL	2300	24	0	0	2516602
LUUDLDUDUL	2300	20	0	0	62485456
UDRRLRUL	2298	19	7	0	2874240
LULURLLLUL	2298	8	8	0	125398384
RLURUULRRL	2298	6	6	6	14479835
DDDRDLRRUL	2298	4	4	4	3829087
RLURRLDUL	2292	14	14	14	3133006
LLLDDDUUL	2292	12	12	12	3281593
URLLLURUL	2292	12	0	0	3328020
DDLLUDDLUL	2292	8	8	8	3444369
LRDRUL	2292	6	6	6	9235574
DUDUDLLLUL	2286	10	10	10	5201755
ULURLDUULL	2286	8	8	8	3026387
ULLUULURLL	2284	12	0	0	12678849
LLLLDRDULL	2284	10	0	0	2829297
RLUUDUULLL	2280	16	0	0	2614505
DDRLRRDUD	2280	12	12	12	31297586
UDLLRRLDUL	2280	11	10	7	3778285
RUURLRULL	2276	24	0	0	27976075
LLULRUUL	2276	12	0	0	15047517
DLLLLLLRUL	2276	8	0	0	12475788
UDUDLDDURL	2274	11	8	1	2750372
RURDUUDRUL	2274	10	10	10	2872988
LLULULRLUL	2270	7	7	0	3123172
LLDLUULDRL	2270	6	6	0	6449516
LRDDUUL	2268	20	0	0	2778015
LDDUUUULLL	2268	16	0	0	29890728
LRLUUUUULL	2258	11	11	0	4099311
UDLRDLULL	2256	12	12	12	3219840
LRUUDUURLL	2254	16	16	0	2736466
LRLDDULULL	2252	20	0	0	2506484
DULRDDDLUL	2252	12	0	0	2690582
LLUDLULLLL	2250	6	6	6	14427289
LDDLUDDULL	2244	28	0	0	2448648
RLRRDDDUUL	2244	16	0	0	4445991
LRDLLULULL	2244	12	12	12	4081474
UUULDRULUL	2244	8	0	0	2999010
LLUDLULLL	2242	12	12	0	3658876
DLDDDDDLUL	2238	10	10	10	2740900
DDUDRLLULL	2238	8	8	8	3014282
DULLRRLUUL	2236	28	0	0	2419431
RLRLLRRRUL	2236	20	0	0	2693574
UURULRDRUL	2234	6	6	0	52679174
LRDUULLLLL	2232	16	16	16	2562163
DDUDLLUULL	2230	15	15	0	2564949
LLDUUURULL	2230	5	5	0	4330583
UDULLLDDUL	2226	18	18	18	2509082
RLRRUUULRL	2226	8	8	8	98716230
DURURRURUL	2224	16	0	0	2539892
LRDDULUUUL	2220	22	0	0	2501978
UUUURLLUL	2220	16	0	0	31108347
DUURRDRLUL	2220	10	10	10	2718952
ULURL	2220	8	8	8	4138788
RLRLUDDRUL	2218	9	9	0	3005286
LULLDDULUL	2218	6	6	0	4818057
DUDRLDURLL	2214	14	14	14	4094490
LULLUDDULL	2214	8	8	8	114599411
LRLDDRLUL	2212	28	0	0	2748552
ULLURUUL	2212	12	0	0	8626675
RDRDLDDRUL	2206	8	8	0	2833360
RURLDRRURL	2204	14	0	0	2608271
ULURUUUL	2196	10	10	10	4462400
RLRUUURRRL	2194	6	6	0	3279103
UDRDLRDUUL	2190	6	6	6	3042368
ULLULURRLL	2188	16	0	0	103741082
URUURLURLL	2188	12	0	0	7615065
RRRRRURRRL	2188	4	0	0	6565563
LRLLRDRLUL	2186	9	9	0	2732018
DUDUUDULUL	2180	16	0	0	95614503
DUDUDRRDUL	2180	7	6	1	18043619
RLURDDURL	2178	9	9	0	3971896
RRLRDULLRL	2178	8	8	8	17722554
LLDULRL	2174	8	8	0	30742087
URULLLLUL	2172	10	10	10	3544919
LRLRUUUDUL	2170	20	20	0	2415292
URUUULLRUL	2170	6	6	0	22987263
LRLRRDRLUL	2166	8	8	8	3337803
LRLRRURL	2164	28	0	0	2517634
RRRDRUDDRL	2164	5	4	3	3210634
RUUURDUUL	2156	20	0	0	6565102
UDLDLULLRL	2156	16	0	0	31641626
UDUDDLULLL	2154	18	18	18	2423156
DDDURDRLUL	2154	10	10	0	17843473
RRUDDDURUL	2154	6	6	6	9999754
DRRDRLRURL	2154	4	4	4	25191539
DRUDDDUULL	2150	8	6	4	2761061
LLRLDLRURL	2148	12	12	12	2553648
RLRUURLLLL	2148	10	10	10	8249306
RRRDDRDUD	2148	8	8	8	5402591
RUURDRURUL	2142	14	14	14	66592477
LLUULURLUL	2142	12	12	12	3630013
LDUDULRULL	2140	12	0	0	40732792
LRUDLLDURL	2138	15	15	0	2488779
DURULRRUL	2132	28	0	0	2526960
UDULLUULUL	2132	20	0	0	6182742
LLDUDLUUL	2132	16	0	0	3737043
RLDDURRULL	2130	12	12	12	2766198
RLRRURDUUL	2130	12	12	0	119751729
LUULUDUL	2124	24	0	0	2524548
DRLRRDURL	2124	16	0	0	3650667
UUULULRUUL	2124	12	0	0	2528797
DLLLDUL	2124	8	8	8	3865835
RRDUUURURL	2120	18	0	0	2696596
RLRRUUL	2118	14	14	14	2803046
UDRURLDULL	2118	13	9	2	2510895
DUDURLUL	2116	28	0	0	2509273
RLULUURURL	2116	24	0	0	2321480
RUURRUUL	2116	20	0	0	30149518
LRDLLLLUL	2112	8	8	8	8392113
LRLLUULLUL	2108	20	0	0	9149954
DDLRLLLDUL	2106	10	10	0	2602600
LRURUULLLL	2100	16	0	0	2400181
RDDDRRDRUL	2100	10	0	0	20395048
LURUUURRUL	2100	8	8	8	2690125
LRLDDRDUL	2094	6	6	6	15689488
DULLRRLRLL	2092	36	0	0	2225973
LRURUULULL	2092	16	0	0	2405235
RRUURRRURL	2092	12	0	0	2489952
LLDUDDLULL	2088	10	10	10	3911434
UDRLDLLURL	2088	6	6	6	2867679
UDRDRRRULL	2084	10	0	0	2571858
RRULRRDRUL	2082	12	12	0	6872408
LRLRDDDUD	2082	8	8	8	3414774
DDDDLRRUL	2076	16	0	0	68159146
RLURDLLRUL	2076	10	10	10	2546020
UUDULRULUL	2076	8	8	8	3760896
UUUUURLLLL	2072	12	0	0	2462015
UUDULLLLUL	2070	12	12	12	2457909
LLLULLLDUL	2070	6	6	6	2886525
LULDULUL	2068	20	0	0	2539653
LRDDURULUL	2066	15	15	0	11515584
LRLLRDRUUL	2066	6	6	0	2850589
RLRLRUUDL	2064	8	8	8	7597739
UULLURLLUL	2060	24	0	0	2281816
URULUUULLL	2058	9	4	1	4653546
LLLLLDDDRL	2058	4	4	4	3217531
UUDULLLRRL	2052	10	10	10	2519848
LRULLRRLL	2048	26	0	0	2504950
DURRLURRUL	2048	9	6	5	5931430
RLUDLDUULL	2046	15	15	0	2356804
RLRUUURL	2046	10	10	0	2964847
ULLLLURULL	2046	8	8	8	4251501
DLDDDRDRUL	2044	20	0	0	4045688
DLDRLUURL	2044	12	0	0	2921608
UDUUDLUL	2044	8	8	2	3191126
DUDUDRRULL	2042	18	18	0	2298781
LLDRLLDULL	2042	10	10	0	2501579
RRLRURRRL	2040	8	8	8	2612177
UURRLLRURL	2040	6	6	6	85927150
DULURULLLL	2036	28	0	0	5351826
RRDUUULUL	2036	20	0	0	5671646
LDLUDLDURL	2036	9	3	0	33901516
UUUUDRRRUL	2028	20	0	0	2279857
LULUURRLUL	2028	12	0	0	2653786
DLRLDRULRL	2028	8	0	0	59699236
DUDDLLLUUL	2026	8	8	0	20688132
RLRLUDURUL	2026	7	6	1	2672778
ULUURLULUL	2022	12	12	0	2406330
UDUDUUULLL	2022	9	9	0	110773711
UDRDDDLULL	2020	16	0	0	4074413
RUURDDUL	2020	12	0	0	22403896
LUDUDDUL	2016	8	8	8	3157000
UUDURLULL	2014	8	8	0	3303006
RLLDDRULL	2012	24	0	0	2507106
DUDRRDLLUL	2012	16	0	0	2577340
UDLLRLLULL	2010	10	10	10	3546583
LULDRULLL	2010	6	6	6	133018573
DDDDDRDRUL	2010	4	4	4	42938860
RLRUUDRULL	2008	16	0	0	2290434
RLULUURRLL	2004	24	0	0	2265504
UULRLLUL	2004	6	6	6	19698908
UDUUDLDLUL	2000	18	0	0	4581061
LLLLUURL	2000	10	0	0	7088013
UDUDRRDULL	1998	16	16	16	2284543
LRURUUDLUL	1998	9	9	0	2513794
RLUUDLUUL	1998	8	8	8	3668172
RRRLRRUUL	1998	8	8	0	3277859
DUDRRULLUL	1996	32	0	0	2207903
DUDRRLURLL	1990	10	10	0	2436092
RRURUUL	1988	16	0	0	114253569
RLULLRULL	1986	11	11	0	3117978
LULDULULL	1986	10	10	10	3004477
LLLURLLLUL	1986	4	4	4	3201804
LLRLUDUDUL	1984	5	5	4	80291084
LLULUDLLUL	1982	7	7	0	2625022
LLRLDLLLUL	1980	16	0	0	28519150
DULRRUUULL	1978	12	12	0	2353908
LRLDDDLULL	1974	16	16	16	2257890
LLDULUULLL	1974	9	9	0	2854894
UUUUDUULLL	1974	7	3	0	2607955
DUDUULLLUL	1972	40	0	0	2084411
RLRLRRLRUL	1972	20	0	0	2202373
LUUDLLLUL	1972	16	0	0	2608721
DUDURRLRUL	1972	11	7	6	14225477
UDLRURLRLL	1970	13	13	0	2315858
UDUDRURLLL	1968	10	10	10	2413479
RLRDDLDDUL	1968	8	8	8	2519265
UDUDLLULRL	1966	13	13	0	2358488
RLRLLUUULL	1964	40	0	0	2075955
RLRRRURURL	1964	20	0	0	2263331
LRLLURULL	1964	12	0	0	3571697
LUDUULLLL	1964	9	9	4	3112155
URUUURRRUL	1964	8	0	0	94158613
RLDDURRUL	1962	12	12	12	3202601
LRRLUUUULL	1962	10	10	10	2403123
LRLRULURUL	1956	16	0	0	2240496
UUURULLRLL	1956	8	8	8	12540544
RLUUDDDDUL	1954	9	9	0	7118832
RRLRUURURL	1952	10	0	0	2587874
UDULLDRLUL	1950	12	12	12	2320747
DULDLDLUUL	1948	16	0	0	2242100
LLRLLDLUL	1948	12	0	0	2785634
DLDLLULL	1948	8	0	0	6599493
RLRDDRRUL	1946	14	14	0	2796875
LRLUUULLLL	1942	9	7	6	10151227
DDUUUDUDL	1942	8	8	0	2844696
LDLRUL	1942	7	7	0	101391638
DULLRUULLL	1938	14	14	0	28145874
LDUURDUDUL	1938	10	10	10	4574492
RDDRDDDUD	1938	8	8	8	3251010
LRRRRRUL	1934	8	8	0	3253180
UUDURDURL	1932	24	0	0	3873168
DRRDRLRLUL	1932	12	0	0	2864376
UDUDDRLDUL	1932	8	0	0	2474881
RLRRLLRLUL	1930	7	7	0	2547924
DURDLUUUL	1928	22	0	0	2383721
RLUDDLDDUL	1926	12	12	12	2291601
RLURDRULUL	1926	9	4	3	2420602
UDLRUDLRUL	1926	8	8	8	2493962
RLRLLUUUL	1924	40	0	0	2172203
DUDULRRL	1924	24	0	0	2288075
URULUULLUL	1924	20	0	0	3358479
UULLULDUL	1920	8	8	8	3234910
DDLDLUL	1918	8	8	0	17071969
UUURLUUL	1916	8	0	0	3078521
DUDUULRRLL	1914	9	9	0	3428862
RLRLDURRLL	1914	8	8	8	2448546
RLRLLDRRUL	1908	16	0	0	2782450
DURDLDLUL	1908	6	6	6	76389225
RUURLULULL	1904	16	0	0	2282010
RURDUULRUL	1902	8	8	8	2562609
UUULDLULUL	1902	6	6	6	23034641
LRUUDUUULL	1900	24	0	0	2178102
DURDLDUL	1896	10	0	0	2758810
LRLLRRLURL	1890	10	10	10	40256828
LUUDLLRULL	1890	8	8	8	12468063
UULRURUULL	1890	5	5	0	105403199
LLUULRULUL	1890	4	4	4	3570102
UDRULLULL	1884	28	0	0	6928312
LLDULDLDUL	1884	24	0	0	2072610
RLURDUUDL	1884	16	0	0	17604977
LULLDUDULL	1884	12	0	0	8000953
UUURULRRUL	1884	10	10	10	2316480
LDLDDDUULL	1884	8	0	0	24048649
DDUDLLDULL	1884	6	6	6	84807895
DURLURDRL	1876	20	0	0	2362902
DUDUUURULL	1872	12	12	12	3633906
DLLDLLLRUL	1872	8	0	0	2547704
RUDUURUUUL	1872	4	4	4	2974497
RUUDUURRUL	1870	9	9	0	8274621
DUULLLDLUL	1870	8	8	0	5094381
URLDURUULL	1868	12	0	0	2545181
UDLDLLLLUL	1868	10	0	0	106600631
LLDDLRUL	1866	4	4	4	81774199
LDDDUULULL	1862	10	10	0	33127557
LLDDDDULRL	1860	16	0	0	41715401
DUDDULL	1860	10	10	10	2693808
UDRULLUUUL	1856	12	0	0	2208569
UDURRRLLLL	1854	10	10	0	3069962
UULRUDLULL	1852	20	0	0	3119136
UUDURULRLL	1852	11	3	0	3725351
DUDRRLLLUL	1848	16	0	0	2111963
RLUUDDURL	1848	10	10	10	2826346
DURRLLDDUL	1846	9	9	0	2306175
UDULLLULLL	1842	16	16	16	2100988
DUDUUUULRL	1842	6	6	6	2547188
UDUDRULLUL	1836	16	0	0	2098331
DDLDDLLUL	1836	12	0	0	12027409
URLRRRULUL	1836	10	10	10	98656349
DDLUDDDDRL	1836	6	6	6	2861038
ULULRLUDUL	1830	9	4	3	12865988
UULULUUDL	1830	8	8	8	2552347
RLDDUDLUL	1828	24	0	0	2353863
LUUDRLLDUL	1824	6	6	6	3524074
DURLULLRRL	1822	9	9	0	2277016
UULRURUDUL	1822	6	6	0	20040370
LLLDULLUL	1820	12	0	0	9644177
DUDUURLUUL	1820	8	0	0	2338663
RLRLLDLRUL	1818	13	13	0	2132485
LLLLRLUULL	1818	7	3	0	2428564
LRURRULLRL	1814	10	10	0	2234880
LDDULLLL	1810	8	8	0	3165217
ULLUULULRL	1808	8	0	0	7995395
RLRDDLDUUL	1806	12	12	12	2143947
LLRLLDRUUL	1806	10	10	10	2211701
RRLUDUUDUL	1804	24	0	0	1977836
UDRURUULLL	1804	20	0	0	21300117
LRDRULUDUL	1804	18	0	0	3562450
RRLRUUL	1804	14	0	0	2382488
LRULLRDUD	1804	12	0	0	2698140
DURURRURLL	1800	16	0	0	3245741
RLDUULUULL	1800	12	12	12	2137358
DRRLUULLL	1794	6	6	6	4046593
DLRRLLRDUL	1788	20	0	0	38588212
DULLRDDRUL	1788	14	14	14	2075919
LRLLRLUL	1788	12	0	0	2474924
RLRUUDLULL	1788	10	5	1	2188844
RLRUUURUUL	1782	16	16	16	2047888
UDUDLRRUUL	1782	6	6	0	2458624
UDDDLUURLL	1780	18	0	0	2003347
UUDURULRRL	1780	16	0	0	2187546
DUDLLUULL	1776	10	10	10	2685671
URLLLULUL	1776	8	8	8	3091909
UDLURRLL	1774	9	9	0	13327942
DUDDLDUL	1772	28	0	0	2063985
LRLRRRDUL	1770	12	12	12	2530457
LRLRRRULLL	1766	8	8	0	3277191
LDRDDRULUL	1764	14	0	0	2048021
DUDLRDRUL	1764	12	12	12	10603048
